Reservation ID,Listing ID,PMS Name,check_in_date,check_out_date,Nightly Amount,Rental Revenue,No. of Days,Booked Date,Lead Time
7.52E+12,203812___364780,cloudbeds,2/23/25,2/26/25,443,1329,3,12/10/24,75
9.96E+12,203812___364780,cloudbeds,12/15/24,12/16/24,199,199,1,12/12/24,3
2.74E+12,203812___364780,cloudbeds,12/26/24,12/28/24,741,1482,2,12/15/24,11
7.70E+12,203812___364780,cloudbeds,3/20/25,3/22/25,450,900,2,12/17/24,93
3.55E+12,203812___364780,cloudbeds,12/19/24,12/20/24,379,379,1,12/19/24,0
5.98E+12,203812___364780,cloudbeds,3/17/25,3/19/25,266,532,2,12/20/24,87
3.70E+12,203812___364780,cloudbeds,12/28/24,12/30/24,646,1292,2,12/21/24,7
9.79E+12,203812___364780,cloudbeds,1/8/25,1/9/25,239,239,1,12/27/24,12
5835816208525-2,203812___364780,cloudbeds,1/6/25,1/7/25,239,239,1,12/27/24,10
9.00E+12,203812___364780,cloudbeds,1/15/25,1/16/25,202,202,1,12/27/24,19
4.17E+12,203812___364780,cloudbeds,12/31/24,1/1/25,734,734,1,12/30/24,1
7.27E+12,203812___364780,cloudbeds,1/14/25,1/15/25,179,179,1,12/30/24,15
6.01E+12,203812___364780,cloudbeds,2/13/25,2/15/25,695,1390,2,1/1/25,43
4.13E+12,203812___364780,cloudbeds,1/5/25,1/6/25,178,178,1,1/1/25,4
3.15E+12,203812___364780,cloudbeds,1/24/25,1/26/25,449,898,2,1/1/25,23
2.66E+12,203812___364780,cloudbeds,1/3/25,1/4/25,422,422,1,1/3/25,0
7.39E+12,203812___364780,cloudbeds,1/4/25,1/5/25,357,357,1,1/2/25,2
3.17E+12,203812___364780,cloudbeds,2/1/25,2/3/25,389,778,2,1/4/25,28
7.45E+12,203812___364780,cloudbeds,2/3/25,2/4/25,209,209,1,1/5/25,29
6.50E+12,203812___364780,cloudbeds,1/7/25,1/8/25,235,235,1,1/7/25,0
7.18E+12,203812___364780,cloudbeds,3/3/25,3/5/25,279,558,2,1/9/25,53
6.14E+12,203812___364780,cloudbeds,2/7/25,2/9/25,729,1458,2,1/8/25,30
2.57E+12,203812___364780,cloudbeds,1/23/25,1/24/25,399,399,1,1/10/25,13
2.87E+12,203812___364780,cloudbeds,9/13/24,9/15/24,677,1354,2,9/7/24,6
8.31E+12,203812___364780,cloudbeds,9/6/24,9/7/24,402,402,1,9/5/24,1
1.23E+12,203812___364780,cloudbeds,9/7/24,9/9/24,357,714,2,9/4/24,3
9.07E+12,203812___364780,cloudbeds,9/9/24,9/10/24,270,270,1,9/2/24,7
8.87E+12,203812___364780,cloudbeds,8/27/24,8/28/24,171,171,1,8/27/24,0
7.32E+12,203812___364780,cloudbeds,8/23/24,8/25/24,376,752,2,8/21/24,2
4.68E+12,203812___364780,cloudbeds,9/2/24,9/4/24,238,476,2,8/18/24,15
2.44E+12,203812___364780,cloudbeds,8/16/24,8/17/24,394,394,1,8/16/24,0
8.75E+12,203812___364780,cloudbeds,8/19/24,8/20/24,270,270,1,8/15/24,4
3.40E+12,203812___364780,cloudbeds,8/17/24,8/19/24,297,594,2,8/13/24,4
5.85E+12,203812___364780,cloudbeds,9/10/24,9/13/24,285,855,3,8/12/24,29
4.58E+12,203812___364780,cloudbeds,8/11/24,8/12/24,279,279,1,8/10/24,1
7.73E+12,203812___364780,cloudbeds,8/6/24,8/7/24,254,254,1,7/27/24,10
9.60E+12,203812___364780,cloudbeds,8/1/24,8/2/24,322,322,1,7/25/24,7
7.15E+12,203812___364780,cloudbeds,7/27/24,7/29/24,664,1328,2,7/22/24,5
2.45E+12,203812___364780,cloudbeds,8/8/24,8/11/24,589,1767,3,7/20/24,19
3.72E+12,203812___364780,cloudbeds,7/22/24,7/24/24,270,540,2,7/19/24,3
6.56E+12,203812___364780,cloudbeds,8/13/24,8/14/24,239,239,1,7/18/24,26
2.17E+12,203812___364780,cloudbeds,7/12/24,7/14/24,346,692,2,7/11/24,1
9.81E+12,203812___364780,cloudbeds,7/7/24,7/8/24,213,213,1,7/6/24,1
4.12E+12,203812___364780,cloudbeds,8/31/24,9/2/24,654,1308,2,7/4/24,58
7.68E+12,203812___364780,cloudbeds,6/28/24,6/30/24,362,724,2,6/27/24,1
4.60E+12,203812___364780,cloudbeds,6/26/24,6/27/24,210,210,1,6/26/24,0
8.58E+12,203812___364780,cloudbeds,6/23/24,6/24/24,184,184,1,6/22/24,1
7.62E+12,203812___364780,cloudbeds,6/16/24,6/18/24,462,924,2,6/8/24,8
2.31E+12,203812___364780,cloudbeds,6/6/24,6/9/24,371,1113,3,6/6/24,0
4.57E+12,203812___364780,cloudbeds,8/2/24,8/4/24,749,1498,2,6/5/24,58
2.81E+12,203812___364780,cloudbeds,6/1/24,6/3/24,338,676,2,6/1/24,0
8.05E+12,203812___364780,cloudbeds,8/4/24,8/6/24,309,618,2,5/25/24,71
5.11E+12,203812___364780,cloudbeds,5/24/24,5/25/24,599,599,1,5/19/24,5
1.01E+12,203812___364780,cloudbeds,7/19/24,7/21/24,549,1098,2,5/12/24,68
5.85E+12,203812___364780,cloudbeds,7/29/24,7/31/24,239,478,2,5/12/24,78
1.04E+12,203812___364780,cloudbeds,7/15/24,7/18/24,209,627,3,5/5/24,71
4.02E+12,203812___364780,cloudbeds,6/21/24,6/23/24,729,1458,2,5/4/24,48
1.21E+12,203812___364780,cloudbeds,7/3/24,7/7/24,456,1824,4,5/3/24,61
2.09E+12,203812___364780,cloudbeds,5/28/24,5/31/24,307,921,3,5/3/24,25
1.58E+12,203812___364780,cloudbeds,3/8/25,3/12/25,552,2208,4,1/11/25,56
9.00E+12,203812___364780,cloudbeds,2/15/25,2/18/25,592.333333,1777,3,1/11/25,35
3.11E+12,203812___364780,cloudbeds,2/10/25,2/12/25,238,476,2,1/17/25,24
7.89E+12,203812___364780,cloudbeds,3/26/25,3/30/25,546.5,2186,4,1/18/25,67
5.32E+12,203812___364780,cloudbeds,1/21/25,1/23/25,209,418,2,1/17/25,4
8.71E+12,203812___364780,cloudbeds,6/5/25,6/8/25,469,1407,3,1/21/25,135
6.55E+12,203812___364780,cloudbeds,2/4/25,2/6/25,208,416,2,1/25/25,10
7.40E+12,203812___364780,cloudbeds,2/21/25,2/23/25,587,1174,2,1/25/25,27
6.41E+12,203812___364780,cloudbeds,1/31/25,2/1/25,409,409,1,1/30/25,1
8.91E+12,203812___364780,cloudbeds,5/18/25,5/20/25,395,790,2,2/4/25,103
5.59E+12,203812___364780,cloudbeds,2/9/25,2/10/25,229,229,1,2/6/25,3
3.44E+12,203812___364780,cloudbeds,2/6/25,2/7/25,189,189,1,2/6/25,0
8.85E+12,203812___364780,cloudbeds,2/12/25,2/13/25,202,202,1,2/7/25,5
1.76E+12,203812___364780,cloudbeds,4/6/25,4/9/25,379.666667,1139,3,2/16/25,49
1.00E+13,203812___364780,cloudbeds,2/18/25,2/19/25,298,298,1,2/16/25,2
1.54E+12,203812___364780,cloudbeds,2/28/25,3/1/25,571,571,1,2/19/25,9
8.73E+12,203812___364780,cloudbeds,6/16/25,6/19/25,346,1038,3,2/23/25,113
3.17E+12,203812___364780,cloudbeds,11/22/25,11/24/25,484,968,2,2/24/25,271
5.07E+12,203812___364780,cloudbeds,3/12/25,3/14/25,462,924,2,2/27/25,13
2.13E+12,203812___364780,cloudbeds,3/1/25,3/2/25,540,540,1,2/28/25,1
8.85E+12,203812___364780,cloudbeds,8/28/25,8/31/25,432.333333,1297,3,3/1/25,180
3.43E+12,203812___364780,cloudbeds,7/7/25,7/11/25,265.75,1063,4,3/2/25,127
9.97E+12,203812___364780,cloudbeds,3/2/25,3/3/25,232,232,1,3/2/25,0
1.11E+12,203812___364780,cloudbeds,3/19/25,3/20/25,487,487,1,3/7/25,12
2.08E+12,203812___364780,cloudbeds,3/7/25,3/8/25,398,398,1,3/7/25,0
5.56E+12,203812___364780,cloudbeds,3/31/25,4/2/25,300,600,2,3/11/25,20
6.34E+12,203812___364780,cloudbeds,6/12/25,6/15/25,714,2142,3,3/11/25,93
7.25E+12,203812___364780,cloudbeds,3/14/25,3/16/25,711,1422,2,3/11/25,3
7.15E+12,203812___364780,cloudbeds,4/9/25,4/11/25,370,740,2,3/14/25,26
2.05E+12,203812___364780,cloudbeds,6/20/25,6/22/25,706,1412,2,3/14/25,98
9.59E+12,203812___364780,cloudbeds,5/28/25,5/30/25,390,780,2,3/16/25,73
7.69E+12,203812___364780,cloudbeds,3/16/25,3/17/25,229,229,1,3/15/25,1
4.15E+12,203812___364780,cloudbeds,3/22/25,3/23/25,841,841,1,3/16/25,6
8.04E+12,203812___364780,cloudbeds,3/23/25,3/24/25,195,195,1,3/20/25,3
7.52E+12,203812___364780,cloudbeds,4/4/25,4/6/25,1160,2320,2,3/23/25,12
7.35E+12,203812___364780,cloudbeds,6/1/25,6/3/25,352.5,705,2,3/25/25,68
7.73E+12,203812___364780,cloudbeds,4/23/25,4/25/25,416.5,833,2,3/29/25,25
3.48E+12,203812___364780,cloudbeds,4/2/25,4/3/25,133,133,1,3/29/25,4
6.55E+12,203812___364780,cloudbeds,4/3/25,4/4/25,195,195,1,3/30/25,4
5.09E+12,203812___364780,cloudbeds,8/1/25,8/4/25,503.666667,1511,3,3/30/25,124
9.04E+12,203812___364780,cloudbeds,3/30/25,3/31/25,192,192,1,3/30/25,0
6.72E+12,203812___364780,cloudbeds,5/21/25,5/25/25,668,2672,4,3/30/25,52
9.86E+12,203812___364780,cloudbeds,4/28/25,4/29/25,379,379,1,4/1/25,27
8.43E+12,203812___364781,cloudbeds,4/30/24,5/1/24,375,375,1,4/30/24,0
9.23E+12,203812___364781,cloudbeds,5/10/24,5/12/24,1747,3494,2,4/29/24,11
7.77E+12,203812___364781,cloudbeds,5/25/24,5/27/24,1679,3358,2,4/27/24,28
2.32E+12,203812___364781,cloudbeds,5/4/24,5/8/24,651.5,2606,4,4/24/24,10
6.40E+12,203812___364781,cloudbeds,4/25/24,4/26/24,201,201,1,4/19/24,6
8.48E+12,203812___364781,cloudbeds,4/18/24,4/19/24,237,237,1,4/12/24,6
2.23E+12,203812___364781,cloudbeds,4/22/24,4/23/24,375,375,1,4/10/24,12
3.53E+12,203812___364781,cloudbeds,4/14/24,4/15/24,228,228,1,4/10/24,4
4.16E+11,203812___364781,cloudbeds,9/11/24,9/13/24,532,1064,2,4/8/24,156
9.48E+12,203812___364781,cloudbeds,5/20/24,5/22/24,389,778,2,4/4/24,46
8.12E+12,203812___364781,cloudbeds,4/12/24,4/14/24,1535,3070,2,4/3/24,9
8.00E+12,203812___364781,cloudbeds,7/1/24,7/3/24,493,986,2,4/2/24,90
8.50E+10,203812___364781,cloudbeds,4/9/24,4/10/24,263,263,1,3/31/24,9
2.04E+12,203812___364781,cloudbeds,6/20/24,6/22/24,829,1658,2,3/29/24,83
9.12E+12,203812___364781,cloudbeds,3/29/24,3/30/24,716,716,1,3/28/24,1
1.73E+11,203812___364781,cloudbeds,6/27/24,6/29/24,990,1980,2,3/27/24,92
4.70E+12,203812___364781,cloudbeds,4/10/24,4/12/24,439.5,879,2,3/25/24,16
7.31E+12,203812___364781,cloudbeds,6/4/24,6/8/24,609,2436,4,3/23/24,73
8.24E+12,203812___364781,cloudbeds,7/14/24,7/16/24,532,1064,2,3/20/24,116
1.23E+12,203812___364781,cloudbeds,4/2/24,4/3/24,279,279,1,3/19/24,14
7.59E+12,203812___364781,cloudbeds,4/3/24,4/4/24,279,279,1,3/14/24,20
7.50E+12,203812___364781,cloudbeds,3/21/24,3/24/24,785.666667,2357,3,3/14/24,7
7.96E+09,203812___364781,cloudbeds,4/6/24,4/7/24,1199,1199,1,3/10/24,27
6.44E+12,203812___364781,cloudbeds,4/4/24,4/6/24,674,1348,2,3/9/24,26
1.16E+12,203812___364781,cloudbeds,4/1/24,4/2/24,279,279,1,3/9/24,23
3.60E+12,203812___364781,cloudbeds,4/15/24,4/18/24,500,1500,3,3/6/24,40
7.39E+12,203812___364781,cloudbeds,3/17/24,3/18/24,526,526,1,3/6/24,11
5.05E+12,203812___364781,cloudbeds,3/18/24,3/20/24,482,964,2,3/2/24,16
7.99E+12,203812___364781,cloudbeds,3/15/24,3/17/24,929,1858,2,2/27/24,17
2.41E+12,203812___364781,cloudbeds,3/3/24,3/4/24,340,340,1,2/26/24,6
1.46E+12,203812___364781,cloudbeds,3/14/24,3/15/24,514,514,1,2/26/24,17
7.80E+12,203812___364781,cloudbeds,4/23/24,4/25/24,618,1236,2,2/25/24,58
9.80E+12,203812___364781,cloudbeds,3/24/24,3/26/24,576,1152,2,2/24/24,29
1.96E+12,203812___364781,cloudbeds,3/5/24,3/7/24,283,566,2,2/24/24,10
6.42E+12,203812___364781,cloudbeds,3/26/24,3/29/24,494,1482,3,2/24/24,31
5.76E+12,203812___364781,cloudbeds,2/22/24,2/23/24,368,368,1,2/22/24,0
9.38E+12,203812___364781,cloudbeds,3/12/24,3/14/24,434,868,2,2/21/24,20
9.97E+12,203812___364781,cloudbeds,3/30/24,4/1/24,492.5,985,2,2/20/24,39
9.11E+12,203812___364781,cloudbeds,3/1/24,3/3/24,773,1546,2,2/20/24,10
2.67E+12,203812___364781,cloudbeds,4/26/24,4/29/24,1032.33333,3097,3,2/18/24,68
1.47E+12,203812___364781,cloudbeds,2/17/24,2/18/24,558,558,1,2/16/24,1
8.89E+12,203812___364781,cloudbeds,2/18/24,2/19/24,323,323,1,2/15/24,3
6.58E+12,203812___364781,cloudbeds,2/15/24,2/17/24,952.5,1905,2,2/10/24,5
4.12E+12,203812___364781,cloudbeds,2/25/24,2/26/24,450,450,1,2/6/24,19
9.80E+12,203812___364781,cloudbeds,2/2/24,2/4/24,1362,2724,2,1/19/24,14
6.65E+12,203812___364781,cloudbeds,1/28/24,1/29/24,259,259,1,1/17/24,11
9.34E+12,203812___364781,cloudbeds,2/21/24,2/22/24,444,444,1,1/15/24,37
5.12E+12,203812___364781,cloudbeds,2/11/24,2/13/24,386.5,773,2,1/14/24,28
8.76E+12,203812___364781,cloudbeds,1/30/24,1/31/24,364,364,1,1/11/24,19
8.86E+12,203812___364781,cloudbeds,1/25/24,1/26/24,723,723,1,1/5/24,20
4.64E+12,203812___364781,cloudbeds,2/4/24,2/5/24,619,619,1,1/4/24,31
4.85E+12,203812___364781,cloudbeds,2/23/24,2/25/24,617,1234,2,1/4/24,50
8.35E+11,203812___364781,cloudbeds,1/11/24,1/12/24,267,267,1,1/4/24,7
6.92E+12,203812___364781,cloudbeds,1/5/24,1/7/24,558,1116,2,1/3/24,2
1.19E+12,203812___364781,cloudbeds,2/19/24,2/21/24,484,968,2,1/3/24,47
6.53E+12,203812___364781,cloudbeds,1/19/24,1/21/24,1097,2194,2,12/31/23,19
3.77E+12,203812___364781,cloudbeds,3/8/24,3/10/24,798,1596,2,12/30/23,69
9.08E+12,203812___364781,cloudbeds,1/9/24,1/11/24,327,654,2,12/28/23,12
8.48E+12,203812___364781,cloudbeds,2/27/24,2/29/24,368,736,2,12/28/23,61
7.82E+12,203812___364781,cloudbeds,1/23/24,1/25/24,327,654,2,12/27/23,27
5.94E+12,203812___364781,cloudbeds,12/27/23,12/29/23,924.5,1849,2,12/27/23,0
4.38E+12,203812___364781,cloudbeds,12/31/23,1/1/24,1500,1500,1,12/27/23,4
6.82E+12,203812___364781,cloudbeds,1/21/24,1/23/24,326,652,2,12/25/23,27
3.83E+12,203812___364781,cloudbeds,2/13/24,2/15/24,441.5,883,2,12/23/23,52
4.26E+12,203812___364781,cloudbeds,1/14/24,1/19/24,440,2200,5,12/20/23,25
2.12E+12,203812___364781,cloudbeds,12/24/23,12/25/23,260,260,1,12/16/23,8
2.11E+12,203812___364781,cloudbeds,12/25/23,12/27/23,588,1176,2,12/13/23,12
2.20E+12,203812___364781,cloudbeds,12/22/23,12/24/23,539,1078,2,12/13/23,9
1.78E+12,203812___364781,cloudbeds,2/8/24,2/11/24,1243.33333,3730,3,12/13/23,57
2.59E+12,203812___364781,cloudbeds,4/19/24,4/21/24,798,1596,2,12/11/23,130
7.69E+12,203812___364781,cloudbeds,1/12/24,1/14/24,880,1760,2,12/8/23,35
7.99E+11,203812___364781,cloudbeds,12/13/23,12/14/23,223,223,1,12/7/23,6
4.82E+12,203812___364781,cloudbeds,1/7/24,1/9/24,422,844,2,12/4/23,34
3.08E+12,203812___364781,cloudbeds,12/15/23,12/18/23,1252,3756,3,12/1/23,14
3.05E+12,203812___364781,cloudbeds,12/2/23,12/3/23,561,561,1,12/1/23,1
4.57E+12,203812___364781,cloudbeds,12/18/23,12/20/23,429,858,2,11/26/23,22
7.57E+12,203812___364781,cloudbeds,11/26/23,11/27/23,377,377,1,11/21/23,5
9.55E+12,203812___364781,cloudbeds,1/1/24,1/3/24,415,830,2,11/20/23,42
8.98E+12,203812___364781,cloudbeds,11/23/23,11/24/23,656,656,1,11/18/23,5
5.92E+12,203812___364781,cloudbeds,1/26/24,1/28/24,711,1422,2,11/16/23,71
4.14E+12,203812___364781,cloudbeds,12/4/23,12/6/23,341,682,2,11/12/23,22
1.71E+12,203812___364781,cloudbeds,12/12/23,12/13/23,341,341,1,11/11/23,31
9.94E+12,203812___364781,cloudbeds,12/7/23,12/8/23,454,454,1,11/9/23,28
1.67E+12,203812___364781,cloudbeds,12/10/23,12/12/23,420,840,2,11/8/23,32
9.69E+12,203812___364781,cloudbeds,1/3/24,1/5/24,634,1268,2,11/6/23,58
5.82E+12,203812___364781,cloudbeds,11/16/23,11/18/23,1044,2088,2,11/5/23,11
5.35E+12,203812___364781,cloudbeds,12/8/23,12/10/23,1634,3268,2,10/31/23,38
7.12E+12,203812___364781,cloudbeds,11/6/23,11/7/23,343,343,1,10/29/23,8
2.33E+12,203812___364781,cloudbeds,11/5/23,11/6/23,343,343,1,10/29/23,7
3.17E+12,203812___364781,cloudbeds,11/13/23,11/15/23,413,826,2,10/22/23,22
5.82E+12,203812___364781,cloudbeds,11/10/23,11/13/23,1304,3912,3,10/22/23,19
9.00E+12,203812___364781,cloudbeds,10/21/23,10/22/23,897,897,1,10/21/23,0
7.09E+10,203812___364781,cloudbeds,10/29/23,10/31/23,299,598,2,10/14/23,15
7.23E+12,203812___364781,cloudbeds,10/24/23,10/26/23,239,478,2,10/11/23,13
7.20E+11,203812___364781,cloudbeds,10/15/23,10/16/23,395,395,1,10/10/23,5
7.29E+12,203812___364781,cloudbeds,11/24/23,11/26/23,1093,2186,2,10/6/23,49
9.30E+12,203812___364781,cloudbeds,10/8/23,10/9/23,388,388,1,10/6/23,2
6.95E+12,203812___364781,cloudbeds,10/6/23,10/8/23,1069,2138,2,10/5/23,1
2.02E+12,203812___364781,cloudbeds,11/2/23,11/5/23,1017.33333,3052,3,10/1/23,32
5.14E+12,203812___364781,cloudbeds,10/16/23,10/18/23,544,1088,2,9/29/23,17
1.88E+12,203812___364781,cloudbeds,9/29/23,10/1/23,1239,2478,2,9/24/23,5
6.72E+12,203812___364781,cloudbeds,10/13/23,10/15/23,1500,3000,2,9/19/23,24
5.14E+12,203812___364781,cloudbeds,9/24/23,9/25/23,448,448,1,9/17/23,7
9.80E+12,203812___364781,cloudbeds,9/16/23,9/17/23,439,439,1,9/13/23,3
4.15E+12,203812___364781,cloudbeds,9/10/23,9/13/23,260,780,3,9/10/23,0
8.72E+12,203812___364781,cloudbeds,10/2/23,10/4/23,720,1440,2,8/31/23,32
7.47E+12,203812___364781,cloudbeds,9/17/23,9/19/23,706,1412,2,8/31/23,17
6.56E+12,203812___364781,cloudbeds,11/7/23,11/9/23,511,1022,2,8/26/23,73
5.91E+12,203812___364781,cloudbeds,4/7/24,4/9/24,2877,5754,2,8/23/23,228
8.17E+12,203812___364781,cloudbeds,10/26/23,10/29/23,696.666667,2090,3,8/22/23,65
7.17E+12,203812___364781,cloudbeds,9/4/23,9/6/23,369.5,739,2,8/21/23,14
6.29E+12,203812___364781,cloudbeds,10/31/23,11/2/23,454,908,2,8/13/23,79
5.61E+12,203812___364781,cloudbeds,8/23/23,8/25/23,416,832,2,8/11/23,12
4.10E+12,203812___364781,cloudbeds,8/27/23,8/28/23,618,618,1,8/9/23,18
7.56E+12,203812___364781,cloudbeds,9/1/23,9/4/23,1099,3297,3,8/6/23,26
2.22E+12,203812___364781,cloudbeds,8/28/23,8/30/23,402,804,2,8/6/23,22
3.75E+12,203812___364781,cloudbeds,8/25/23,8/27/23,994,1988,2,8/5/23,20
7.20E+12,203812___364781,cloudbeds,10/4/23,10/6/23,590,1180,2,8/4/23,61
5.20E+12,203812___364781,cloudbeds,8/15/23,8/17/23,292,584,2,7/31/23,15
1.96E+12,203812___364781,cloudbeds,11/18/23,11/20/23,1058.5,2117,2,7/30/23,111
4.57E+12,203812___364781,cloudbeds,9/8/23,9/10/23,904,1808,2,7/27/23,43
8.31E+11,203812___364781,cloudbeds,8/1/23,8/3/23,322,644,2,7/27/23,5
1.64E+12,203812___364781,cloudbeds,8/13/23,8/15/23,467,934,2,7/26/23,18
4.77E+12,203812___364781,cloudbeds,8/6/23,8/8/23,517,1034,2,7/23/23,14
9.28E+10,203812___364781,cloudbeds,7/31/23,8/1/23,448,448,1,7/23/23,8
6.87E+12,203812___364781,cloudbeds,10/18/23,10/20/23,454,908,2,7/21/23,89
2.61E+12,203812___364781,cloudbeds,7/30/23,7/31/23,409,409,1,7/20/23,10
4.19E+12,203812___364781,cloudbeds,7/17/23,7/18/23,466,466,1,7/13/23,4
1.53E+12,203812___364781,cloudbeds,7/23/23,7/24/23,615,615,1,7/12/23,11
1.88E+12,203812___364781,cloudbeds,9/22/23,9/24/23,904,1808,2,7/8/23,76
1.47E+12,203812___364781,cloudbeds,11/20/23,11/23/23,530,1590,3,7/7/23,136
9.05E+12,203812___364781,cloudbeds,9/19/23,9/21/23,507,1014,2,7/5/23,76
9.89E+12,203812___364781,cloudbeds,9/25/23,9/28/23,402,1206,3,7/3/23,84
1.64E+12,203812___364781,cloudbeds,8/19/23,8/21/23,904,1808,2,6/30/23,50
7.34E+12,203812___364781,cloudbeds,8/3/23,8/6/23,754,2262,3,6/28/23,36
7.19E+12,203812___364781,cloudbeds,7/9/23,7/11/23,290,580,2,6/26/23,13
5.78E+12,203812___364781,cloudbeds,7/20/23,7/21/23,454,454,1,6/23/23,27
9.76E+12,203812___364781,cloudbeds,7/5/23,7/7/23,341,682,2,6/21/23,14
6.14E+12,203812___364781,cloudbeds,7/7/23,7/9/23,978,1956,2,6/19/23,18
7.58E+12,203812___364781,cloudbeds,6/26/23,6/28/23,411,822,2,6/15/23,11
1.17E+12,203812___364781,cloudbeds,6/20/23,6/21/23,304,304,1,6/12/23,8
9.00E+12,203812___364781,cloudbeds,6/16/23,6/17/23,971,971,1,6/6/23,10
2.89E+12,203812___364781,cloudbeds,7/28/23,7/30/23,978,1956,2,6/3/23,55
6.98E+12,203812___364781,cloudbeds,8/10/23,8/13/23,754,2262,3,6/3/23,68
3.37E+12,203812___364781,cloudbeds,6/23/23,6/25/23,1163,2326,2,5/31/23,23
9.85E+12,203812___364781,cloudbeds,6/21/23,6/23/23,467.5,935,2,5/31/23,21
5.90E+12,203812___364781,cloudbeds,6/25/23,6/26/23,569,569,1,5/30/23,26
3.56E+12,203812___364781,cloudbeds,6/14/23,6/16/23,294,588,2,5/30/23,15
2.41E+12,203812___364781,cloudbeds,5/29/23,5/30/23,337,337,1,5/29/23,0
7.84E+12,203812___364781,cloudbeds,7/21/23,7/23/23,978,1956,2,5/29/23,53
3.88E+12,203812___364781,cloudbeds,6/18/23,6/19/23,479,479,1,5/29/23,20
9.91E+12,203812___364781,cloudbeds,6/4/23,6/5/23,419,419,1,5/25/23,10
6.83E+12,203812___364781,cloudbeds,7/18/23,7/20/23,566,1132,2,5/23/23,56
1.74E+12,203812___364781,cloudbeds,5/28/23,5/29/23,809,809,1,5/22/23,6
7.32E+12,203812___364781,cloudbeds,6/12/23,6/14/23,413,826,2,5/18/23,25
2.47E+12,203812___364781,cloudbeds,5/18/23,5/19/23,561,561,1,5/17/23,1
3.04E+12,203812___364781,cloudbeds,7/24/23,7/26/23,566,1132,2,5/16/23,69
3.31E+11,203812___364781,cloudbeds,5/15/23,5/16/23,396,396,1,5/11/23,4
7.85E+12,203812___364781,cloudbeds,5/26/23,5/28/23,1117.5,2235,2,5/10/23,16
1.05E+12,203812___364781,cloudbeds,5/14/23,5/15/23,428,428,1,5/8/23,6
2.02E+12,203812___364781,cloudbeds,6/2/23,6/4/23,1117,2234,2,5/6/23,27
6.42E+12,203812___364781,cloudbeds,5/12/23,5/14/23,649,1298,2,5/4/23,8
3.84E+12,203812___364781,cloudbeds,8/17/23,8/19/23,706,1412,2,5/3/23,106
1.16E+12,203812___364781,cloudbeds,5/3/23,5/4/23,256,256,1,5/2/23,1
2.14E+12,203812___364781,cloudbeds,6/5/23,6/7/23,566,1132,2,5/2/23,34
3.64E+12,203812___364781,cloudbeds,7/4/23,7/5/23,826,826,1,5/1/23,64
6.19E+12,203812___364781,cloudbeds,7/13/23,7/14/23,620,620,1,4/29/23,75
8.94E+12,203812___364781,cloudbeds,9/13/23,9/16/23,622,1866,3,4/25/23,141
8.33E+11,203812___364781,cloudbeds,4/26/23,4/27/23,203,203,1,4/25/23,1
6.02E+12,203812___364781,cloudbeds,7/26/23,7/28/23,454,908,2,4/24/23,93
6.69E+12,203812___364781,cloudbeds,5/11/23,5/12/23,681,681,1,4/24/23,17
4.54E+12,203812___364781,cloudbeds,6/10/23,6/12/23,839,1678,2,4/23/23,48
8.02E+12,203812___364781,cloudbeds,5/24/23,5/26/23,507,1014,2,4/23/23,31
9.19E+12,203812___364781,cloudbeds,10/9/23,10/11/23,545,1090,2,4/20/23,172
5.22E+12,203812___364781,cloudbeds,4/21/23,4/22/23,508,508,1,4/19/23,2
1.68E+12,203812___364781,cloudbeds,4/27/23,4/28/23,465,465,1,4/19/23,8
7.08E+12,203812___364781,cloudbeds,4/16/23,4/17/23,233,233,1,4/16/23,0
3.26E+12,203812___364781,cloudbeds,4/25/23,4/26/23,357,357,1,4/15/23,10
8.89E+12,203812___364781,cloudbeds,4/30/23,5/3/23,459,1377,3,4/13/23,17
4.10E+12,203812___364781,cloudbeds,4/12/23,4/13/23,249,249,1,4/12/23,0
2.06E+12,203812___364781,cloudbeds,5/16/23,5/18/23,507,1014,2,4/10/23,36
7.92E+12,203812___364781,cloudbeds,5/19/23,5/21/23,904,1808,2,4/10/23,39
7.93E+12,203812___364781,cloudbeds,5/9/23,5/11/23,402,804,2,4/3/23,36
8.07E+12,203812___364781,cloudbeds,5/7/23,5/9/23,706,1412,2,4/2/23,35
5.91E+12,203812___364781,cloudbeds,5/30/23,6/2/23,419.333333,1258,3,3/31/23,60
9.41E+12,203812___364781,cloudbeds,4/6/23,4/7/23,462,462,1,3/29/23,8
9.11E+12,203812___364781,cloudbeds,4/5/23,4/6/23,251,251,1,3/29/23,7
2.15E+12,203812___364781,cloudbeds,4/1/23,4/2/23,524,524,1,3/29/23,3
9.64E+12,203812___364781,cloudbeds,4/28/23,4/30/23,1440,2880,2,3/28/23,31
2.82E+12,203812___364781,cloudbeds,3/27/23,3/28/23,366,366,1,3/26/23,1
4.57E+12,203812___364781,cloudbeds,4/9/23,4/10/23,560,560,1,3/25/23,15
2.29E+12,203812___364781,cloudbeds,4/2/23,4/3/23,453,453,1,3/21/23,12
5.40E+12,203812___364781,cloudbeds,7/14/23,7/17/23,818,2454,3,3/20/23,116
4.77E+12,203812___364781,cloudbeds,6/28/23,7/1/23,643.666667,1931,3,3/19/23,101
6.20E+12,203812___364781,cloudbeds,3/9/23,3/10/23,334,334,1,3/7/23,2
5.60E+12,203812___364781,cloudbeds,3/7/23,3/8/23,359,359,1,3/7/23,0
