Reservation ID,Listing ID,PMS Name,Start Date,End Date,Nightly Amount,Rental Revenue,No. of Days,Booked Date,Lead Time
10330593,278915,ownerrez,6/6/24,6/9/24,365.6666667,1097,3,3/26/24,72
10318359,278915,ownerrez,5/31/24,6/2/24,49,98,2,3/26/24,66
10315058,278915,ownerrez,4/4/24,4/6/24,499,998,2,3/25/24,10
10313641,278915,ownerrez,6/11/24,6/13/24,239,478,2,3/25/24,78
10310858,278915,ownerrez,11/8/24,11/10/24,799,1598,2,3/25/24,228
10306099,278915,ownerrez,4/29/24,5/1/24,239,478,2,3/24/24,36
10302055,278915,ownerrez,7/5/24,7/7/24,499,998,2,3/23/24,104
10298427,278915,ownerrez,6/28/24,6/30/24,399,798,2,3/23/24,97
10297376,278915,ownerrez,8/30/24,9/2/24,432.3333333,1297,3,3/22/24,161
10291751,278915,ownerrez,4/25/24,4/27/24,399,798,2,3/22/24,34
10284279,278915,ownerrez,6/2/24,6/4/24,264,528,2,3/20/24,74
10274749,278915,ownerrez,4/19/24,4/21/24,499,998,2,3/20/24,30
10262247,278915,ownerrez,5/29/24,5/31/24,264,528,2,3/19/24,71
10257130,278915,ownerrez,5/17/24,5/19/24,399,798,2,3/18/24,60
10256004,278915,ownerrez,5/10/24,5/12/24,399,798,2,3/18/24,53
10253419,278915,ownerrez,6/9/24,6/11/24,264,528,2,3/18/24,83
10232068,278915,ownerrez,7/25/24,7/28/24,359,1077,3,3/15/24,132
10231597,278915,ownerrez,4/12/24,4/14/24,499,998,2,3/15/24,28
10220448,278915,ownerrez,6/14/24,6/17/24,359,1077,3,3/14/24,92
10200995,278915,ownerrez,4/27/24,4/29/24,389,778,2,3/11/24,47
10165335,278915,ownerrez,5/3/24,5/5/24,399,798,2,3/7/24,57
10159838,278915,ownerrez,4/21/24,4/24/24,279,837,3,3/6/24,46
9862459,278915,ownerrez,3/8/24,3/10/24,280.43,560.86,2,2/3/24,34
9586703,278915,ownerrez,1/6/24,1/7/24,189,189,1,1/5/24,1
9509327,278915,ownerrez,12/29/23,12/30/23,239,239,1,12/25/23,4
9505596,278915,ownerrez,2/15/24,2/18/24,292.6666667,878,3,12/24/23,53
9492764,278915,ownerrez,3/11/24,3/13/24,276,552,2,12/22/23,80
9413711,278915,ownerrez,12/9/23,12/10/23,199,199,1,12/9/23,0
9411853,278915,ownerrez,12/30/23,1/1/24,400,800,2,12/9/23,21
9411592,278915,ownerrez,1/26/24,1/28/24,230,460,2,12/9/23,48
9337568,278915,ownerrez,12/1/23,12/3/23,299,598,2,11/28/23,3
9329327,278915,ownerrez,12/15/23,12/17/23,499,998,2,11/27/23,18
9321610,278915,ownerrez,12/27/23,12/29/23,269.5,539,2,11/25/23,32
9228338,278915,ownerrez,11/13/23,11/15/23,189,378,2,11/8/23,5
9225176,278915,ownerrez,11/8/23,11/10/23,219,438,2,11/8/23,0
9142686,278915,ownerrez,10/26/23,10/27/23,159,159,1,10/26/23,0
9091449,278915,ownerrez,10/20/23,10/22/23,499,998,2,10/19/23,1
9050255,278915,ownerrez,10/14/23,10/16/23,294,588,2,10/13/23,1
8966963,278915,ownerrez,10/7/23,10/10/23,232.3333333,697,3,10/4/23,3
8946978,278915,ownerrez,11/3/23,11/5/23,379,758,2,10/2/23,32
8820802,278915,ownerrez,9/27/23,9/28/23,209,209,1,9/17/23,10
8766369,278915,ownerrez,9/28/23,10/1/23,346.3333333,1039,3,9/10/23,18
8738351,278915,ownerrez,9/12/23,9/13/23,179,179,1,9/6/23,6
8686482,278915,ownerrez,10/5/23,10/7/23,525,1050,2,8/31/23,35
8673880,278915,ownerrez,10/10/23,10/11/23,288,288,1,8/29/23,42
8641275,278915,ownerrez,8/25/23,8/27/23,189,378,2,8/25/23,0
8623767,278915,ownerrez,9/16/23,9/17/23,375,375,1,8/23/23,24
8623644,278915,ownerrez,11/17/23,11/19/23,379,758,2,8/23/23,86
8587879,278915,ownerrez,9/1/23,9/4/23,285.6666667,857,3,8/19/23,13
8547369,278915,ownerrez,8/27/23,8/30/23,179,537,3,8/14/23,13
8459376,278915,ownerrez,9/22/23,9/24/23,375,750,2,8/3/23,50
8446452,278915,ownerrez,11/6/23,11/8/23,250,500,2,8/1/23,97
8441005,278915,ownerrez,8/30/23,9/1/23,243,486,2,7/31/23,30
8432086,278915,ownerrez,7/29/23,7/30/23,199,199,1,7/29/23,0
8422880,278915,ownerrez,8/18/23,8/20/23,279,558,2,7/28/23,21
8409749,278915,ownerrez,7/27/23,7/29/23,234,468,2,7/26/23,1
8388122,278915,ownerrez,8/11/23,8/13/23,279,558,2,7/23/23,19
8330103,278915,ownerrez,7/21/23,7/23/23,279,558,2,7/13/23,8
8326944,278915,ownerrez,7/16/23,7/20/23,199,796,4,7/13/23,3
8306300,278915,ownerrez,7/14/23,7/16/23,279,558,2,7/11/23,3
8278799,278915,ownerrez,7/7/23,7/9/23,189,378,2,7/6/23,1
8268623,278915,ownerrez,10/3/23,10/5/23,288,576,2,7/5/23,90
8256986,278915,ownerrez,9/14/23,9/16/23,312,624,2,7/4/23,72
8224165,278915,ownerrez,6/29/23,7/1/23,224,448,2,6/29/23,0
8134133,278915,ownerrez,6/16/23,6/17/23,209,209,1,6/15/23,1
8093786,278915,ownerrez,6/11/23,6/12/23,179,179,1,6/9/23,2
8089290,278915,ownerrez,6/19/23,6/21/23,159,318,2,6/8/23,11
8068898,278915,ownerrez,6/13/23,6/15/23,159,318,2,6/6/23,7
8047130,278915,ownerrez,7/10/23,7/13/23,279,837,3,6/4/23,36
8035521,278915,ownerrez,7/1/23,7/4/23,357,1071,3,6/2/23,29
8015316,278915,ownerrez,6/9/23,6/11/23,375,750,2,5/31/23,9
7911536,278915,ownerrez,5/21/23,5/23/23,169,338,2,5/17/23,4
7887660,278915,ownerrez,6/25/23,6/29/23,166.5,666,4,5/13/23,43
7795794,278915,ownerrez,5/3/23,5/4/23,0.5,0.5,1,5/3/23,0
7784121,278915,ownerrez,5/5/23,5/7/23,375,750,2,5/2/23,3
7710551,278915,ownerrez,4/24/23,4/26/23,350,700,2,4/23/23,1
7694327,278915,ownerrez,8/4/23,8/7/23,366.6666667,1100,3,4/21/23,105
7653112,278915,ownerrez,6/17/23,6/19/23,315.775,631.55,2,4/16/23,62
7639044,278915,ownerrez,10/27/23,10/30/23,366.6666667,1100,3,4/14/23,196
7638713,278915,ownerrez,6/1/23,6/4/23,366.6666667,1100,3,4/14/23,48
7600247,278915,ownerrez,4/28/23,4/30/23,375,750,2,4/9/23,19
7552976,278915,ownerrez,6/4/23,6/7/23,316.6666667,950,3,4/3/23,62
7536787,278915,ownerrez,5/12/23,5/14/23,375,750,2,3/31/23,42
7419507,278915,ownerrez,11/19/23,11/22/23,325,975,3,3/15/23,249
7392490,278915,ownerrez,4/2/23,4/5/23,350,1050,3,3/11/23,22
7379383,278915,ownerrez,3/15/23,3/16/23,350,350,1,3/10/23,5
7268187,278915,ownerrez,3/13/23,3/15/23,350,700,2,2/24/23,17
7265060,278915,ownerrez,3/2/23,3/3/23,275,275,1,2/23/23,7
7213229,278915,ownerrez,4/7/23,4/9/23,375,750,2,2/16/23,50
7194610,278915,ownerrez,4/5/23,4/7/23,350,700,2,2/13/23,51
7098760,278915,ownerrez,2/3/23,2/5/23,300,600,2,2/3/23,0
7019773,278915,ownerrez,2/12/23,2/14/23,275,550,2,1/29/23,14
6957295,278915,ownerrez,3/10/23,3/12/23,300,600,2,1/21/23,48
6942884,278915,ownerrez,1/27/23,1/29/23,300,600,2,1/18/23,9
6939232,278915,ownerrez,2/19/23,2/21/23,275,550,2,1/18/23,32
6859096,278915,ownerrez,6/23/23,6/25/23,375,750,2,1/7/23,167
6855852,278915,ownerrez,2/10/23,2/12/23,300,600,2,1/6/23,35
6852792,278915,ownerrez,1/29/23,2/1/23,275,825,3,1/6/23,23
6836082,278915,ownerrez,5/26/23,5/29/23,366.6666667,1100,3,1/4/23,142
6831206,278915,ownerrez,2/24/23,2/26/23,300,600,2,1/3/23,52
6829684,278915,ownerrez,1/20/23,1/22/23,300,600,2,1/3/23,17
6816036,278915,ownerrez,1/22/23,1/24/23,275,550,2,1/1/23,21
6794573,278915,ownerrez,3/24/23,3/26/23,375,750,2,12/27/22,87
6774254,278915,ownerrez,1/1/23,1/4/23,291.6666667,875,3,12/21/22,11
6737256,278915,ownerrez,1/7/23,1/9/23,290,580,2,12/14/22,24
6676821,278915,ownerrez,4/14/23,4/16/23,375,750,2,12/3/22,132
6676007,278915,ownerrez,3/31/23,4/2/23,375,750,2,12/2/22,119
6648091,278915,ownerrez,12/30/22,1/1/23,375,750,2,11/26/22,34
6575595,278915,ownerrez,11/13/22,11/15/22,282.03,564.06,2,11/12/22,1
6568287,278915,ownerrez,11/21/22,11/23/22,350,700,2,11/10/22,11
6507564,278915,ownerrez,2/17/23,2/19/23,375,750,2,10/30/22,110
6471924,278915,ownerrez,3/3/23,3/5/23,375,750,2,10/23/22,131
6464528,278915,ownerrez,1/14/23,1/16/23,362.5,725,2,10/21/22,85
6397201,278915,ownerrez,10/23/22,10/25/22,350,700,2,10/7/22,16
6393365,278915,ownerrez,11/2/22,11/5/22,358.3333333,1075,3,10/7/22,26
6356463,278915,ownerrez,10/17/22,10/19/22,350,700,2,9/30/22,17
6352669,278915,ownerrez,10/3/22,10/5/22,350,700,2,9/29/22,4
6337601,278915,ownerrez,9/27/22,9/29/22,350,700,2,9/26/22,1
6337576,278915,ownerrez,11/11/22,11/13/22,375,750,2,9/26/22,46
6173119,278915,ownerrez,9/11/22,9/14/22,316.6666667,950,3,8/26/22,16
6158688,278915,ownerrez,12/17/22,12/19/22,362.5,725,2,8/25/22,114
6116175,278915,ownerrez,9/21/22,9/23/22,300,600,2,8/18/22,34
6067953,278915,ownerrez,8/27/22,8/29/22,362.5,725,2,8/9/22,18
6037555,278915,ownerrez,9/23/22,9/25/22,375,750,2,8/4/22,50
6020886,278915,ownerrez,11/18/22,11/20/22,375,750,2,8/1/22,109
6013774,278915,ownerrez,8/14/22,8/16/22,350,700,2,7/31/22,14
5983435,278915,ownerrez,8/1/22,8/3/22,350,700,2,7/26/22,6
5982560,278915,ownerrez,4/21/23,4/24/23,333.3333333,1000,3,7/26/22,269
5928081,278915,ownerrez,7/22/22,7/24/22,431,862,2,7/19/22,3
5919932,278915,ownerrez,10/15/22,10/17/22,362.5,725,2,7/17/22,90
5915140,278915,ownerrez,8/16/22,8/18/22,350,700,2,7/16/22,31
5853455,278915,ownerrez,7/10/22,7/11/22,350,350,1,7/3/22,7
5826611,278915,ownerrez,12/2/22,12/4/22,350,700,2,6/27/22,158
5822980,278915,ownerrez,8/21/22,8/23/22,350,700,2,6/26/22,56
5819709,278915,ownerrez,10/28/22,10/30/22,375,750,2,6/25/22,125
5818796,278915,ownerrez,7/17/22,7/18/22,324.46,324.46,1,6/25/22,22
5817667,278915,ownerrez,7/25/22,7/27/22,350,700,2,6/25/22,30
5771634,278915,ownerrez,9/9/22,9/11/22,375,750,2,6/15/22,86
5765743,278915,ownerrez,8/25/22,8/27/22,362.5,725,2,6/14/22,72
5764030,278915,ownerrez,10/10/22,10/13/22,350,1050,3,6/14/22,118
5759304,278915,ownerrez,12/9/22,12/12/22,341.6666667,1025,3,6/13/22,179
5755531,278915,ownerrez,6/29/22,7/1/22,350,700,2,6/12/22,17
5739866,278915,ownerrez,6/26/22,6/27/22,350,350,1,6/8/22,18
5739405,278915,ownerrez,6/21/22,6/23/22,300,600,2,6/8/22,13
5736130,278915,ownerrez,11/5/22,11/7/22,388.5,777,2,6/8/22,150
5733612,278915,ownerrez,7/18/22,7/20/22,350,700,2,6/7/22,41
5729558,278915,ownerrez,9/3/22,9/6/22,325,975,3,6/6/22,89
5727997,278915,ownerrez,8/11/22,8/14/22,366.6666667,1100,3,6/6/22,66
5725367,278915,ownerrez,9/15/22,9/19/22,362.5,1450,4,6/6/22,101
5723796,278915,ownerrez,10/13/22,10/15/22,362.5,725,2,6/5/22,130
5722020,278915,ownerrez,7/29/22,7/31/22,375,750,2,6/5/22,54
5719620,278915,ownerrez,7/13/22,7/15/22,300,600,2,6/4/22,39
5718396,278915,ownerrez,8/7/22,8/9/22,350,700,2,6/3/22,65
5717880,278915,ownerrez,11/16/22,11/18/22,325,650,2,6/3/22,166
5717083,278915,ownerrez,6/27/22,6/29/22,300,600,2,6/3/22,24
5706761,278915,ownerrez,6/24/22,6/26/22,375,750,2,6/2/22,22
5705348,278915,ownerrez,7/11/22,7/13/22,350,700,2,6/2/22,39
5702898,278915,ownerrez,7/5/22,7/8/22,350,1050,3,6/1/22,34
5699697,278915,ownerrez,6/5/22,6/9/22,350,1400,4,6/1/22,4
5698565,278915,ownerrez,7/1/22,7/5/22,175,700,4,6/1/22,30
5675626,278915,ownerrez,6/12/22,6/14/22,300,600,2,5/27/22,16
5675583,278915,ownerrez,10/8/22,10/10/22,312.5,625,2,5/27/22,134
5649370,278915,ownerrez,7/15/22,7/17/22,375,750,2,5/23/22,53
5643669,278915,ownerrez,5/27/22,5/30/22,350,1050,3,5/22/22,5
5619674,278915,ownerrez,9/1/22,9/3/22,362.5,725,2,5/19/22,105
5615535,278915,ownerrez,8/19/22,8/21/22,375,750,2,5/18/22,93
5584468,278915,ownerrez,5/20/22,5/22/22,350,700,2,5/11/22,9
5569790,278915,ownerrez,7/8/22,7/10/22,332.4,664.8,2,5/8/22,61
5564647,278915,ownerrez,10/6/22,10/8/22,362.5,725,2,5/6/22,153
5562412,278915,ownerrez,6/3/22,6/5/22,375,750,2,5/6/22,28
5539672,278915,ownerrez,5/15/22,5/19/22,254.9,1019.6,4,5/1/22,14
5511272,278915,ownerrez,6/17/22,6/19/22,375,750,2,4/25/22,53
5488661,278915,ownerrez,4/20/22,4/21/22,300,300,1,4/20/22,0
5472440,278915,ownerrez,10/25/22,10/28/22,300,900,3,4/16/22,192
5455081,278915,ownerrez,5/6/22,5/8/22,350,700,2,4/12/22,24
5453178,278915,ownerrez,6/9/22,6/12/22,341.6666667,1025,3,4/12/22,58
5447020,278915,ownerrez,9/30/22,10/2/22,350,700,2,4/10/22,173
5379777,278915,ownerrez,4/15/22,4/17/22,350,700,2,3/30/22,16
5341690,278915,ownerrez,4/18/22,4/20/22,325,650,2,3/26/22,23
5235878,278915,ownerrez,3/16/22,3/18/22,325,650,2,3/5/22,11
5222427,278915,ownerrez,4/10/22,4/13/22,325,975,3,3/2/22,39
5205329,278915,ownerrez,3/1/22,3/3/22,325,650,2,2/25/22,4
5203165,278915,ownerrez,4/22/22,4/24/22,350,700,2,2/25/22,56
5173543,278915,ownerrez,4/1/22,4/3/22,350,700,2,2/20/22,40
5147119,278915,ownerrez,2/18/22,2/21/22,316.6666667,950,3,2/13/22,5
5081403,278915,ownerrez,5/8/22,5/11/22,325,975,3,1/30/22,98
5071963,278915,ownerrez,3/4/22,3/6/22,350,700,2,1/28/22,35
5064534,278915,ownerrez,1/29/22,1/30/22,325,325,1,1/26/22,3
5039317,278915,ownerrez,3/20/22,3/22/22,325,650,2,1/22/22,57
5039006,278915,ownerrez,3/18/22,3/20/22,350,700,2,1/22/22,55
5026681,278915,ownerrez,4/29/22,5/2/22,341.6666667,1025,3,1/20/22,99
5017833,278915,ownerrez,6/14/22,6/17/22,300,900,3,1/18/22,147
5005719,278915,ownerrez,5/12/22,5/15/22,341.6666667,1025,3,1/17/22,115
4979125,278915,ownerrez,2/15/22,2/17/22,300,600,2,1/12/22,34
4973779,278915,ownerrez,2/25/22,2/27/22,325,650,2,1/11/22,45
4951562,278915,ownerrez,4/8/22,4/10/22,350,700,2,1/6/22,92
4869043,278915,ownerrez,12/29/21,12/31/21,300,600,2,12/15/21,14
4846417,278915,ownerrez,12/26/21,12/28/21,300,600,2,12/9/21,17
4845812,278915,ownerrez,12/31/21,1/3/22,316.6666667,950,3,12/9/21,22
4845798,278915,ownerrez,12/19/21,12/21/21,300,600,2,12/9/21,10
4838175,278915,ownerrez,3/25/22,3/27/22,325,650,2,12/7/21,108
4837893,278915,ownerrez,1/20/22,1/22/22,312.5,625,2,12/7/21,44
4834354,278915,ownerrez,12/21/21,12/23/21,312.5,625,2,12/6/21,15
4834165,278915,ownerrez,1/7/22,1/9/22,325,650,2,12/6/21,32
4833639,278915,ownerrez,1/27/22,1/29/22,312.5,625,2,12/5/21,53
4818506,278915,ownerrez,2/11/22,2/13/22,325,650,2,12/1/21,72
4762189,278915,ownerrez,10/19/22,10/23/22,312.5,1250,4,11/15/21,338
4703804,278915,ownerrez,12/2/21,12/4/21,325,650,2,10/29/21,34
4637581,278915,ownerrez,10/20/21,10/21/21,300,300,1,10/18/21,2
4625114,278915,ownerrez,10/31/21,11/2/21,300,600,2,10/13/21,18
4624680,278915,ownerrez,10/15/21,10/18/21,333.3333333,1000,3,10/13/21,2
4605946,278915,ownerrez,2/13/22,2/15/22,300,600,2,10/8/21,128
4598853,278915,ownerrez,11/3/21,11/5/21,300,600,2,10/5/21,29
4542855,278915,ownerrez,1/14/22,1/17/22,316.6666667,950,3,9/21/21,115
4538361,278915,ownerrez,10/3/21,10/4/21,270,270,1,9/20/21,13
4532696,278915,ownerrez,9/26/21,9/27/21,300,300,1,9/18/21,8
4491421,278915,ownerrez,12/17/21,12/19/21,315,630,2,9/6/21,102
4488835,278915,ownerrez,11/21/21,11/24/21,300,900,3,9/5/21,77
4449935,278915,ownerrez,2/3/22,2/6/22,316.6666667,950,3,8/26/21,161
4449926,278915,ownerrez,10/10/21,10/13/21,316.6666667,950,3,8/26/21,45
4448951,278915,ownerrez,9/3/21,9/6/21,350,1050,3,8/26/21,8
4442664,278915,ownerrez,11/14/21,11/16/21,300,600,2,8/24/21,82
4424280,278915,ownerrez,8/18/21,8/19/21,270,270,1,8/17/21,1
4383634,278915,ownerrez,9/29/21,10/1/21,300,600,2,8/8/21,52
4370886,278915,ownerrez,9/14/21,9/16/21,300,600,2,8/4/21,41
4369362,278915,ownerrez,8/15/21,8/18/21,300,900,3,8/4/21,11
4353066,278915,ownerrez,7/30/21,7/31/21,350,350,1,7/30/21,0
4351646,278915,ownerrez,10/7/21,10/10/21,283.6666667,851,3,7/30/21,69
4323452,278915,ownerrez,8/23/21,8/25/21,300,600,2,7/23/21,31
4322394,278915,ownerrez,11/25/21,11/28/21,300,900,3,7/23/21,125
4311010,278915,ownerrez,8/10/21,8/12/21,300,600,2,7/19/21,22
4307497,278915,ownerrez,7/31/21,8/1/21,350,350,1,7/19/21,12
4302384,278915,ownerrez,9/1/21,9/3/21,300,600,2,7/18/21,45
4288899,278915,ownerrez,8/1/21,8/3/21,300,600,2,7/14/21,18
4236026,278915,ownerrez,7/23/21,7/25/21,350,700,2,7/1/21,22
4065252,278915,ownerrez,7/18/21,7/19/21,275,275,1,6/2/21,46
4050700,278915,ownerrez,6/21/21,6/23/21,275,550,2,5/29/21,23
4046314,278915,ownerrez,10/4/21,10/7/21,300,900,3,5/27/21,130
4004223,278915,ownerrez,11/19/21,11/21/21,350,700,2,5/17/21,186
3997710,278915,ownerrez,7/19/21,7/21/21,275,550,2,5/14/21,66
3989907,278915,ownerrez,6/17/21,6/18/21,275,275,1,5/13/21,35
3978945,278915,ownerrez,9/11/21,9/13/21,325,650,2,5/10/21,124
3973870,278915,ownerrez,12/4/21,12/6/21,350,700,2,5/8/21,210
3966448,278915,ownerrez,6/28/21,6/30/21,275,550,2,5/6/21,53
3962516,278915,ownerrez,10/29/21,10/31/21,300,600,2,5/6/21,176
3958776,278915,ownerrez,3/11/22,3/13/22,300,600,2,5/5/21,310
3954144,278915,ownerrez,7/6/21,7/8/21,275,550,2,5/4/21,63
3950397,278915,ownerrez,7/27/21,7/29/21,275,550,2,5/2/21,86
3946048,278915,ownerrez,11/12/21,11/14/21,300,600,2,5/1/21,195
3925497,278915,ownerrez,4/30/21,5/2/21,267,534,2,4/27/21,3
3925393,278915,ownerrez,10/1/21,10/3/21,300,600,2,4/27/21,157
3917922,278915,ownerrez,7/12/21,7/15/21,275,825,3,4/26/21,77
3887693,278915,ownerrez,6/23/21,6/25/21,275,550,2,4/21/21,63
3881736,278915,ownerrez,10/21/21,10/24/21,283.3333333,850,3,4/20/21,184
3880870,278915,ownerrez,9/24/21,9/26/21,300,600,2,4/19/21,158
3869639,278915,ownerrez,4/21/21,4/23/21,275,550,2,4/16/21,5
3855053,278915,ownerrez,7/3/21,7/6/21,291,873,3,4/16/21,78
3853916,278915,ownerrez,9/27/21,9/28/21,250,250,1,4/16/21,164
3853548,278915,ownerrez,11/5/21,11/7/21,300,600,2,4/16/21,203
3853051,278915,ownerrez,6/1/21,6/3/21,275,550,2,4/16/21,46
3847110,278915,ownerrez,5/2/21,5/5/21,246,738,3,4/15/21,17
3841296,278915,ownerrez,5/10/21,5/12/21,275,550,2,4/13/21,27
3836224,278915,ownerrez,5/16/21,5/18/21,245.25,490.5,2,4/13/21,33
3829234,278915,ownerrez,6/30/21,7/2/21,275,550,2,4/11/21,80
3826211,278915,ownerrez,8/27/21,8/29/21,300,600,2,4/10/21,139
3824066,278915,ownerrez,5/28/21,5/31/21,268.5,805.5,3,4/10/21,48
3822233,278915,ownerrez,8/19/21,8/22/21,283.3333333,850,3,4/9/21,132
3817665,278915,ownerrez,6/26/21,6/28/21,245.25,490.5,2,4/8/21,79
3808162,278915,ownerrez,5/26/21,5/28/21,245.25,490.5,2,4/8/21,48
3807511,278915,ownerrez,5/5/21,5/7/21,275,550,2,4/8/21,27
3807298,278915,ownerrez,4/19/21,4/21/21,243.465,486.93,2,4/7/21,12
3804423,278915,ownerrez,9/22/21,9/24/21,222.75,445.5,2,4/7/21,168
3804384,278915,ownerrez,5/24/21,5/26/21,275,550,2,4/7/21,47
3804281,278915,ownerrez,5/7/21,5/9/21,300,600,2,4/7/21,30
3801591,278915,ownerrez,4/23/21,4/25/21,267.75,535.5,2,4/6/21,17
3801338,278915,ownerrez,9/9/21,9/11/21,275,550,2,4/6/21,156
3800742,278915,ownerrez,5/18/21,5/21/21,275,825,3,4/6/21,42
3797673,278915,ownerrez,4/17/21,4/19/21,256.5,513,2,4/6/21,11
3796889,278915,ownerrez,4/9/21,4/10/21,263.43,263.43,1,4/5/21,4
3787114,278915,ownerrez,11/25/22,11/27/22,337.5,675,2,4/5/21,599
3785918,278915,ownerrez,7/16/21,7/18/21,267.75,535.5,2,4/4/21,103
3785804,278915,ownerrez,8/13/21,8/15/21,267.75,535.5,2,4/4/21,131
3775059,278915,ownerrez,7/8/21,7/11/21,261,783,3,4/4/21,95
3774851,278915,ownerrez,6/14/21,6/17/21,246,738,3,4/4/21,71
3774815,278915,ownerrez,11/17/21,11/19/21,250,500,2,4/3/21,228
3774038,278915,ownerrez,6/18/21,6/20/21,267.75,535.5,2,4/3/21,76
3774028,278915,ownerrez,6/4/21,6/6/21,300,600,2,4/3/21,62
3774007,278915,ownerrez,4/27/21,4/30/21,275,825,3,4/3/21,24
3773713,278915,ownerrez,9/17/21,9/19/21,300,600,2,4/3/21,167
3773687,278915,ownerrez,4/12/21,4/15/21,221.8333333,665.5,3,4/3/21,9
3773667,278915,ownerrez,6/12/21,6/14/21,287.5,575,2,4/3/21,70
3773617,278915,ownerrez,5/21/21,5/23/21,275,550,2,4/3/21,48
3768645,278915,ownerrez,4/3/21,4/5/21,275,550,2,4/2/21,1
3764418,278915,ownerrez,5/14/21,5/16/21,275,550,2,4/1/21,43
10938196,278915,ownerrez,8/23/24,8/26/24,519,1557,3,6/8/24,76
10942163,278915,ownerrez,12/5/24,12/8/24,699,2097,3,6/9/24,179
10968306,278915,ownerrez,9/12/24,9/15/24,499,1497,3,6/11/24,93
10969489,278915,ownerrez,8/15/24,8/16/24,334.95,334.95,1,6/11/24,65
10983069,278915,ownerrez,7/19/24,7/22/24,701,2103,3,6/13/24,36
11008601,278915,ownerrez,7/7/24,7/8/24,500,500,1,6/16/24,21
11058598,278915,ownerrez,6/30/24,7/2/24,361,722,2,6/22/24,8
11064847,278915,ownerrez,7/29/24,8/1/24,455,1365,3,6/23/24,36
11080036,278915,ownerrez,8/26/24,8/29/24,287,861,3,6/25/24,62
11142669,278915,ownerrez,7/3/24,7/5/24,244.5,489,2,7/1/24,2
11186772,278915,ownerrez,7/9/24,7/11/24,418,836,2,7/7/24,2
11209824,278915,ownerrez,10/4/24,10/7/24,699,2097,3,7/10/24,86
11223931,278915,ownerrez,10/27/24,10/29/24,499,998,2,7/11/24,108
11234943,278915,ownerrez,7/14/24,7/17/24,292.3333333,877,3,7/13/24,1
11255170,278915,ownerrez,7/17/24,7/19/24,331.5,663,2,7/16/24,1
11262348,278915,ownerrez,9/15/24,9/17/24,301,602,2,7/17/24,60
11270453,278915,ownerrez,7/24/24,7/25/24,299,299,1,7/18/24,6
11371467,278915,ownerrez,9/3/24,9/5/24,287,574,2,7/30/24,35
11426583,278915,ownerrez,4/20/25,4/22/25,389,778,2,8/5/24,258
11418068,278915,ownerrez,4/9/25,4/11/25,389,778,2,8/4/24,248
11431857,278915,ownerrez,9/22/24,9/25/24,479,1437,3,8/6/24,47
11438920,278915,ownerrez,8/11/24,8/13/24,323,646,2,8/7/24,4
11475364,278915,ownerrez,10/8/24,10/10/24,499,998,2,8/12/24,57
11508034,278915,ownerrez,9/9/24,9/10/24,399,399,1,8/15/24,25
11524717,278915,ownerrez,8/18/24,8/19/24,275,275,1,8/17/24,1
11590356,278915,ownerrez,9/10/24,9/12/24,259,518,2,8/25/24,16
11589734,278915,ownerrez,6/19/25,6/22/25,679,2037,3,8/25/24,298
11668051,278915,ownerrez,10/17/24,10/21/24,524.25,2097,4,9/3/24,44
11741275,278915,ownerrez,9/21/24,9/22/24,499,499,1,9/12/24,9
11826482,278915,ownerrez,12/31/24,1/2/25,465.5,931,2,9/23/24,99
